,lemma,next-lemma,next-next-lemma,next-next-pos,next-next-shape,next-next-word,next-pos,next-shape,next-word,pos,prev-iob,prev-lemma,prev-pos,prev-prev-iob,prev-prev-lemma,prev-prev-pos,prev-prev-shape,prev-prev-word,prev-shape,prev-word,sentence_idx,shape,word,tag
3949,lawsuit,over,vioxx,NNP,capitalized,Vioxx,IN,lowercase,over,NNS,O,other,JJ,O,of,IN,lowercase,of,lowercase,other,178,lowercase,lawsuits,O
3950,over,vioxx,.,.,punct,.,NNP,capitalized,Vioxx,IN,O,lawsuit,NNS,O,other,JJ,lowercase,other,lowercase,lawsuits,178,lowercase,over,O
3951,vioxx,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNP,O,over,IN,O,lawsuit,NNS,lowercase,lawsuits,lowercase,over,178,capitalized,Vioxx,B-art
3952,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,B-art,vioxx,NNP,O,over,IN,lowercase,over,capitalized,Vioxx,178,punct,.,O
3953,thursday,'s,verdict,NN,lowercase,verdict,POS,other,'s,NNP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,179,capitalized,Thursday,B-tim
3954,'s,verdict,is,VBZ,lowercase,is,NN,lowercase,verdict,POS,B-tim,thursday,NNP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Thursday,179,other,'s,O
3955,verdict,is,onli,RB,lowercase,only,VBZ,lowercase,is,NN,O,'s,POS,B-tim,thursday,NNP,capitalized,Thursday,other,'s,179,lowercase,verdict,O
3956,is,onli,the,DT,lowercase,the,RB,lowercase,only,VBZ,O,verdict,NN,O,'s,POS,other,'s,lowercase,verdict,179,lowercase,is,O
3957,onli,the,second,NN,lowercase,second,DT,lowercase,the,RB,O,is,VBZ,O,verdict,NN,lowercase,verdict,lowercase,is,179,lowercase,only,O
3958,the,second,in,IN,lowercase,in,NN,lowercase,second,DT,O,onli,RB,O,is,VBZ,lowercase,is,lowercase,only,179,lowercase,the,O
3959,second,in,a,DT,lowercase,a,IN,lowercase,in,NN,O,the,DT,O,onli,RB,lowercase,only,lowercase,the,179,lowercase,second,O
3960,in,a,vioxx,NNP,capitalized,Vioxx,DT,lowercase,a,IN,O,second,NN,O,the,DT,lowercase,the,lowercase,second,179,lowercase,in,O
3961,a,vioxx,case,NN,lowercase,case,NNP,capitalized,Vioxx,DT,O,in,IN,O,second,NN,lowercase,second,lowercase,in,179,lowercase,a,O
3962,vioxx,case,.,.,punct,.,NN,lowercase,case,NNP,O,a,DT,O,in,IN,lowercase,in,lowercase,a,179,capitalized,Vioxx,B-art
3963,case,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,B-art,vioxx,NNP,O,a,DT,lowercase,a,capitalized,Vioxx,179,lowercase,case,O
3964,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,case,NN,B-art,vioxx,NNP,capitalized,Vioxx,lowercase,case,179,punct,.,O
3965,in,the,first,JJ,lowercase,first,DT,lowercase,the,IN,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,180,capitalized,In,O
3966,the,first,",",",",punct,",",JJ,lowercase,first,DT,O,in,IN,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,In,180,lowercase,the,O
3967,first,",",merck,NNP,capitalized,Merck,",",punct,",",JJ,O,the,DT,O,in,IN,capitalized,In,lowercase,the,180,lowercase,first,O
3968,",",merck,was,VBD,lowercase,was,NNP,capitalized,Merck,",",O,first,JJ,O,the,DT,lowercase,the,lowercase,first,180,punct,",",O
3969,merck,was,order,VBN,lowercase,ordered,VBD,lowercase,was,NNP,O,",",",",O,first,JJ,lowercase,first,punct,",",180,capitalized,Merck,B-org
3970,was,order,to,TO,lowercase,to,VBN,lowercase,ordered,VBD,B-org,merck,NNP,O,",",",",punct,",",capitalized,Merck,180,lowercase,was,O
3971,order,to,pay,VB,lowercase,pay,TO,lowercase,to,VBN,O,was,VBD,B-org,merck,NNP,capitalized,Merck,lowercase,was,180,lowercase,ordered,O
3972,to,pay,million,NNS,lowercase,millions,VB,lowercase,pay,TO,O,order,VBN,O,was,VBD,lowercase,was,lowercase,ordered,180,lowercase,to,O
3973,pay,million,of,IN,lowercase,of,NNS,lowercase,millions,VB,O,to,TO,O,order,VBN,lowercase,ordered,lowercase,to,180,lowercase,pay,O
3974,million,of,dollar,NNS,lowercase,dollars,IN,lowercase,of,NNS,O,pay,VB,O,to,TO,lowercase,to,lowercase,pay,180,lowercase,millions,O
3975,of,dollar,to,TO,lowercase,to,NNS,lowercase,dollars,IN,O,million,NNS,O,pay,VB,lowercase,pay,lowercase,millions,180,lowercase,of,O
3976,dollar,to,the,DT,lowercase,the,TO,lowercase,to,NNS,O,of,IN,O,million,NNS,lowercase,millions,lowercase,of,180,lowercase,dollars,O
3977,to,the,widow,NN,lowercase,widow,DT,lowercase,the,TO,O,dollar,NNS,O,of,IN,lowercase,of,lowercase,dollars,180,lowercase,to,O
3978,the,widow,of,IN,lowercase,of,NN,lowercase,widow,DT,O,to,TO,O,dollar,NNS,lowercase,dollars,lowercase,to,180,lowercase,the,O
3979,widow,of,a,DT,lowercase,a,IN,lowercase,of,NN,O,the,DT,O,to,TO,lowercase,to,lowercase,the,180,lowercase,widow,O
3980,of,a,vioxx,NNP,capitalized,Vioxx,DT,lowercase,a,IN,O,widow,NN,O,the,DT,lowercase,the,lowercase,widow,180,lowercase,of,O
3981,a,vioxx,user,NN,lowercase,user,NNP,capitalized,Vioxx,DT,O,of,IN,O,widow,NN,lowercase,widow,lowercase,of,180,lowercase,a,O
3982,vioxx,user,.,.,punct,.,NN,lowercase,user,NNP,O,a,DT,O,of,IN,lowercase,of,lowercase,a,180,capitalized,Vioxx,B-art
3983,user,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,B-art,vioxx,NNP,O,a,DT,lowercase,a,capitalized,Vioxx,180,lowercase,user,O
3984,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,user,NN,B-art,vioxx,NNP,capitalized,Vioxx,lowercase,user,180,punct,.,O
3985,merck,is,appeal,VBG,lowercase,appealing,VBZ,lowercase,is,NNP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,181,capitalized,Merck,B-org
3986,is,appeal,that,DT,lowercase,that,VBG,lowercase,appealing,VBZ,B-org,merck,NNP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Merck,181,lowercase,is,O
3987,appeal,that,decis,NN,lowercase,decision,DT,lowercase,that,VBG,O,is,VBZ,B-org,merck,NNP,capitalized,Merck,lowercase,is,181,lowercase,appealing,O
3988,that,decis,.,.,punct,.,NN,lowercase,decision,DT,O,appeal,VBG,O,is,VBZ,lowercase,is,lowercase,appealing,181,lowercase,that,O
3989,decis,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,that,DT,O,appeal,VBG,lowercase,appealing,lowercase,that,181,lowercase,decision,O
3990,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,decis,NN,O,that,DT,lowercase,that,lowercase,decision,181,punct,.,O
3991,the,rumor,are,VBP,lowercase,are,NNS,lowercase,rumors,DT,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,182,capitalized,The,O
3992,rumor,are,TRUE,JJ,lowercase,TRUE,VBP,lowercase,are,NNS,O,the,DT,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,The,182,lowercase,rumors,O
3993,are,TRUE,:,IN,punct,:,JJ,lowercase,TRUE,VBP,O,rumor,NNS,O,the,DT,capitalized,The,lowercase,rumors,182,lowercase,are,O
3994,TRUE,:,nicol,NNP,capitalized,Nicole,IN,punct,:,JJ,O,are,VBP,O,rumor,NNS,lowercase,rumors,lowercase,are,182,lowercase,TRUE,O
3995,:,nicol,ritchi,NNP,capitalized,Ritchie,NNP,capitalized,Nicole,IN,O,TRUE,JJ,O,are,VBP,lowercase,are,lowercase,TRUE,182,punct,:,O
3996,nicol,ritchi,is,VBZ,lowercase,is,NNP,capitalized,Ritchie,NNP,O,:,IN,O,TRUE,JJ,lowercase,TRUE,punct,:,182,capitalized,Nicole,B-per
3997,ritchi,is,pregnant,JJ,lowercase,pregnant,VBZ,lowercase,is,NNP,B-per,nicol,NNP,O,:,IN,punct,:,capitalized,Nicole,182,capitalized,Ritchie,I-per
3998,is,pregnant,.,.,punct,.,JJ,lowercase,pregnant,VBZ,I-per,ritchi,NNP,B-per,nicol,NNP,capitalized,Nicole,capitalized,Ritchie,182,lowercase,is,O
3999,pregnant,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,JJ,O,is,VBZ,I-per,ritchi,NNP,capitalized,Ritchie,lowercase,is,182,lowercase,pregnant,O
4000,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,pregnant,JJ,O,is,VBZ,lowercase,is,lowercase,pregnant,182,punct,.,O
4001,speak,to,abc,NNP,uppercase,ABC,TO,lowercase,to,VBG,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,183,capitalized,Speaking,O
4002,to,abc,news,NNP,capitalized,News,NNP,uppercase,ABC,TO,O,speak,VBG,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Speaking,183,lowercase,to,O
4003,abc,news,interview,NN,lowercase,interviewer,NNP,capitalized,News,NNP,O,to,TO,O,speak,VBG,capitalized,Speaking,lowercase,to,183,uppercase,ABC,B-org
4004,news,interview,diann,NNP,capitalized,Dianne,NN,lowercase,interviewer,NNP,B-org,abc,NNP,O,to,TO,lowercase,to,uppercase,ABC,183,capitalized,News,I-org
4005,interview,diann,sawyer,NNP,capitalized,Sawyer,NNP,capitalized,Dianne,NN,I-org,news,NNP,B-org,abc,NNP,uppercase,ABC,capitalized,News,183,lowercase,interviewer,O
4006,diann,sawyer,",",",",punct,",",NNP,capitalized,Sawyer,NNP,O,interview,NN,I-org,news,NNP,capitalized,News,lowercase,interviewer,183,capitalized,Dianne,B-per
4007,sawyer,",",the,DT,lowercase,the,",",punct,",",NNP,B-per,diann,NNP,O,interview,NN,lowercase,interviewer,capitalized,Dianne,183,capitalized,Sawyer,I-per
4008,",",the,25-year-old,JJ,number,25-year-old,DT,lowercase,the,",",I-per,sawyer,NNP,B-per,diann,NNP,capitalized,Dianne,capitalized,Sawyer,183,punct,",",O
4009,the,25-year-old,co-star,NN,contains-hyphen,co-star,JJ,number,25-year-old,DT,O,",",",",I-per,sawyer,NNP,capitalized,Sawyer,punct,",",183,lowercase,the,O
4010,25-year-old,co-star,of,IN,lowercase,of,NN,contains-hyphen,co-star,JJ,O,the,DT,O,",",",",punct,",",lowercase,the,183,number,25-year-old,O
4011,co-star,of,tv,NN,uppercase,TV,IN,lowercase,of,NN,O,25-year-old,JJ,O,the,DT,lowercase,the,number,25-year-old,183,contains-hyphen,co-star,O
4012,of,tv,'s,POS,other,'s,NN,uppercase,TV,IN,O,co-star,NN,O,25-year-old,JJ,number,25-year-old,contains-hyphen,co-star,183,lowercase,of,O
4013,tv,'s,the,DT,capitalized,The,POS,other,'s,NN,O,of,IN,O,co-star,NN,contains-hyphen,co-star,lowercase,of,183,uppercase,TV,O
4014,'s,the,simpl,NNP,capitalized,Simple,DT,capitalized,The,POS,O,tv,NN,O,of,IN,lowercase,of,uppercase,TV,183,other,'s,O
4015,the,simpl,life,NNP,capitalized,Life,NNP,capitalized,Simple,DT,O,'s,POS,O,tv,NN,uppercase,TV,other,'s,183,capitalized,The,B-art
4016,simpl,life,said,VBD,lowercase,said,NNP,capitalized,Life,NNP,B-art,the,DT,O,'s,POS,other,'s,capitalized,The,183,capitalized,Simple,I-art
4017,life,said,she,PRP,lowercase,she,VBD,lowercase,said,NNP,I-art,simpl,NNP,B-art,the,DT,capitalized,The,capitalized,Simple,183,capitalized,Life,I-art
4018,said,she,is,VBZ,lowercase,is,PRP,lowercase,she,VBD,I-art,life,NNP,I-art,simpl,NNP,capitalized,Simple,capitalized,Life,183,lowercase,said,O
4019,she,is,almost,RB,lowercase,almost,VBZ,lowercase,is,PRP,O,said,VBD,I-art,life,NNP,capitalized,Life,lowercase,said,183,lowercase,she,O
4020,is,almost,four,CD,lowercase,four,RB,lowercase,almost,VBZ,O,she,PRP,O,said,VBD,lowercase,said,lowercase,she,183,lowercase,is,O
4021,almost,four,month,NNS,lowercase,months,CD,lowercase,four,RB,O,is,VBZ,O,she,PRP,lowercase,she,lowercase,is,183,lowercase,almost,O
4022,four,month,along,IN,lowercase,along,NNS,lowercase,months,CD,O,almost,RB,O,is,VBZ,lowercase,is,lowercase,almost,183,lowercase,four,O
4023,month,along,in,IN,lowercase,in,IN,lowercase,along,NNS,O,four,CD,O,almost,RB,lowercase,almost,lowercase,four,183,lowercase,months,O
4024,along,in,her,PRP$,lowercase,her,IN,lowercase,in,IN,O,month,NNS,O,four,CD,lowercase,four,lowercase,months,183,lowercase,along,O
4025,in,her,pregnanc,NN,lowercase,pregnancy,PRP$,lowercase,her,IN,O,along,IN,O,month,NNS,lowercase,months,lowercase,along,183,lowercase,in,O
4026,her,pregnanc,.,.,punct,.,NN,lowercase,pregnancy,PRP$,O,in,IN,O,along,IN,lowercase,along,lowercase,in,183,lowercase,her,O
4027,pregnanc,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,her,PRP$,O,in,IN,lowercase,in,lowercase,her,183,lowercase,pregnancy,O
4028,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,pregnanc,NN,O,her,PRP$,lowercase,her,lowercase,pregnancy,183,punct,.,O
4029,she,said,the,DT,lowercase,the,VBD,lowercase,said,PRP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,184,capitalized,She,O
4030,said,the,father,NN,lowercase,father,DT,lowercase,the,VBD,O,she,PRP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,She,184,lowercase,said,O
4031,the,father,is,VBZ,lowercase,is,NN,lowercase,father,DT,O,said,VBD,O,she,PRP,capitalized,She,lowercase,said,184,lowercase,the,O
4032,father,is,her,PRP$,lowercase,her,VBZ,lowercase,is,NN,O,the,DT,O,said,VBD,lowercase,said,lowercase,the,184,lowercase,father,O
4033,is,her,boyfriend,NN,lowercase,boyfriend,PRP$,lowercase,her,VBZ,O,father,NN,O,the,DT,lowercase,the,lowercase,father,184,lowercase,is,O
4034,her,boyfriend,",",",",punct,",",NN,lowercase,boyfriend,PRP$,O,is,VBZ,O,father,NN,lowercase,father,lowercase,is,184,lowercase,her,O
4035,boyfriend,",",joel,NNP,capitalized,Joel,",",punct,",",NN,O,her,PRP$,O,is,VBZ,lowercase,is,lowercase,her,184,lowercase,boyfriend,O
4036,",",joel,madden,NNP,capitalized,Madden,NNP,capitalized,Joel,",",O,boyfriend,NN,O,her,PRP$,lowercase,her,lowercase,boyfriend,184,punct,",",O
4037,joel,madden,of,IN,lowercase,of,NNP,capitalized,Madden,NNP,O,",",",",O,boyfriend,NN,lowercase,boyfriend,punct,",",184,capitalized,Joel,B-per
4038,madden,of,the,DT,lowercase,the,IN,lowercase,of,NNP,B-per,joel,NNP,O,",",",",punct,",",capitalized,Joel,184,capitalized,Madden,I-per
4039,of,the,rock,JJ,lowercase,rock,DT,lowercase,the,IN,I-per,madden,NNP,B-per,joel,NNP,capitalized,Joel,capitalized,Madden,184,lowercase,of,O
4040,the,rock,band,NN,lowercase,band,JJ,lowercase,rock,DT,O,of,IN,I-per,madden,NNP,capitalized,Madden,lowercase,of,184,lowercase,the,O
4041,rock,band,good,NNP,capitalized,Good,NN,lowercase,band,JJ,O,the,DT,O,of,IN,lowercase,of,lowercase,the,184,lowercase,rock,O
4042,band,good,charlott,NNP,capitalized,Charlotte,NNP,capitalized,Good,NN,O,rock,JJ,O,the,DT,lowercase,the,lowercase,rock,184,lowercase,band,O
4043,good,charlott,.,.,punct,.,NNP,capitalized,Charlotte,NNP,O,band,NN,O,rock,JJ,lowercase,rock,lowercase,band,184,capitalized,Good,B-org
4044,charlott,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNP,B-org,good,NNP,O,band,NN,lowercase,band,capitalized,Good,184,capitalized,Charlotte,I-org
4045,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,I-org,charlott,NNP,B-org,good,NNP,capitalized,Good,capitalized,Charlotte,184,punct,.,O
4046,ritchi,also,spoke,VBD,lowercase,spoke,RB,lowercase,also,NNP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,185,capitalized,Ritchie,B-per
4047,also,spoke,about,IN,lowercase,about,VBD,lowercase,spoke,RB,B-per,ritchi,NNP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Ritchie,185,lowercase,also,O
4048,spoke,about,her,PRP$,lowercase,her,IN,lowercase,about,VBD,O,also,RB,B-per,ritchi,NNP,capitalized,Ritchie,lowercase,also,185,lowercase,spoke,O
4049,about,her,guilti,JJ,lowercase,guilty,PRP$,lowercase,her,IN,O,spoke,VBD,O,also,RB,lowercase,also,lowercase,spoke,185,lowercase,about,O
4050,her,guilti,plea,NN,lowercase,plea,JJ,lowercase,guilty,PRP$,O,about,IN,O,spoke,VBD,lowercase,spoke,lowercase,about,185,lowercase,her,O
4051,guilti,plea,last,JJ,lowercase,last,NN,lowercase,plea,JJ,O,her,PRP$,O,about,IN,lowercase,about,lowercase,her,185,lowercase,guilty,O
4052,plea,last,week,NN,lowercase,week,JJ,lowercase,last,NN,O,guilti,JJ,O,her,PRP$,lowercase,her,lowercase,guilty,185,lowercase,plea,O
4053,last,week,to,TO,lowercase,to,NN,lowercase,week,JJ,O,plea,NN,O,guilti,JJ,lowercase,guilty,lowercase,plea,185,lowercase,last,O
4054,week,to,drive,VBG,lowercase,driving,TO,lowercase,to,NN,O,last,JJ,O,plea,NN,lowercase,plea,lowercase,last,185,lowercase,week,O
4055,to,drive,under,IN,lowercase,under,VBG,lowercase,driving,TO,O,week,NN,O,last,JJ,lowercase,last,lowercase,week,185,lowercase,to,O
4056,drive,under,the,DT,lowercase,the,IN,lowercase,under,VBG,O,to,TO,O,week,NN,lowercase,week,lowercase,to,185,lowercase,driving,O
4057,under,the,influenc,NN,lowercase,influence,DT,lowercase,the,IN,O,drive,VBG,O,to,TO,lowercase,to,lowercase,driving,185,lowercase,under,O
4058,the,influenc,and,CC,lowercase,and,NN,lowercase,influence,DT,O,under,IN,O,drive,VBG,lowercase,driving,lowercase,under,185,lowercase,the,O
4059,influenc,and,the,DT,lowercase,the,CC,lowercase,and,NN,O,the,DT,O,under,IN,lowercase,under,lowercase,the,185,lowercase,influence,O
4060,and,the,result,VBG,lowercase,resulting,DT,lowercase,the,CC,O,influenc,NN,O,the,DT,lowercase,the,lowercase,influence,185,lowercase,and,O
4061,the,result,four-day,JJ,contains-hyphen,four-day,VBG,lowercase,resulting,DT,O,and,CC,O,influenc,NN,lowercase,influence,lowercase,and,185,lowercase,the,O
4062,result,four-day,jail,NN,lowercase,jail,JJ,contains-hyphen,four-day,VBG,O,the,DT,O,and,CC,lowercase,and,lowercase,the,185,lowercase,resulting,O
4063,four-day,jail,sentenc,NN,lowercase,sentence,NN,lowercase,jail,JJ,O,result,VBG,O,the,DT,lowercase,the,lowercase,resulting,185,contains-hyphen,four-day,O
4064,jail,sentenc,.,.,punct,.,NN,lowercase,sentence,NN,O,four-day,JJ,O,result,VBG,lowercase,resulting,contains-hyphen,four-day,185,lowercase,jail,O
4065,sentenc,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,jail,NN,O,four-day,JJ,contains-hyphen,four-day,lowercase,jail,185,lowercase,sentence,O
4066,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,sentenc,NN,O,jail,NN,lowercase,jail,lowercase,sentence,185,punct,.,O
4067,"""",i,have,VBP,lowercase,have,PRP,uppercase,I,``,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,186,punct,"""",O
4068,i,have,a,DT,lowercase,a,VBP,lowercase,have,PRP,O,"""",``,__START1__,__start1__,__START1__,wildcard,__START1__,punct,"""",186,uppercase,I,O
4069,have,a,respons,NN,lowercase,responsibility,DT,lowercase,a,VBP,O,i,PRP,O,"""",``,punct,"""",uppercase,I,186,lowercase,have,O
4070,a,respons,and,CC,lowercase,and,NN,lowercase,responsibility,DT,O,have,VBP,O,i,PRP,uppercase,I,lowercase,have,186,lowercase,a,O
4071,respons,and,it,PRP,lowercase,it,CC,lowercase,and,NN,O,a,DT,O,have,VBP,lowercase,have,lowercase,a,186,lowercase,responsibility,O
4072,and,it,'s,VBZ,other,'s,PRP,lowercase,it,CC,O,respons,NN,O,a,DT,lowercase,a,lowercase,responsibility,186,lowercase,and,O
4073,it,'s,someth,DT,lowercase,something,VBZ,other,'s,PRP,O,and,CC,O,respons,NN,lowercase,responsibility,lowercase,and,186,lowercase,it,O
4074,'s,someth,that,IN,lowercase,that,DT,lowercase,something,VBZ,O,it,PRP,O,and,CC,lowercase,and,lowercase,it,186,other,'s,O
4075,someth,that,i,PRP,uppercase,I,IN,lowercase,that,DT,O,'s,VBZ,O,it,PRP,lowercase,it,other,'s,186,lowercase,something,O
4076,that,i,did,VBD,lowercase,did,PRP,uppercase,I,IN,O,someth,DT,O,'s,VBZ,other,'s,lowercase,something,186,lowercase,that,O
4077,i,did,wrong,JJ,lowercase,wrong,VBD,lowercase,did,PRP,O,that,IN,O,someth,DT,lowercase,something,lowercase,that,186,uppercase,I,O
4078,did,wrong,",",",",punct,",",JJ,lowercase,wrong,VBD,O,i,PRP,O,that,IN,lowercase,that,uppercase,I,186,lowercase,did,O
4079,wrong,",",and,CC,lowercase,and,",",punct,",",JJ,O,did,VBD,O,i,PRP,uppercase,I,lowercase,did,186,lowercase,wrong,O
4080,",",and,if,IN,lowercase,if,CC,lowercase,and,",",O,wrong,JJ,O,did,VBD,lowercase,did,lowercase,wrong,186,punct,",",O
4081,and,if,i,PRP,uppercase,I,IN,lowercase,if,CC,O,",",",",O,wrong,JJ,lowercase,wrong,punct,",",186,lowercase,and,O
4082,if,i,could,MD,lowercase,could,PRP,uppercase,I,IN,O,and,CC,O,",",",",punct,",",lowercase,and,186,lowercase,if,O
4083,i,could,person,RB,lowercase,personally,MD,lowercase,could,PRP,O,if,IN,O,and,CC,lowercase,and,lowercase,if,186,uppercase,I,O
4084,could,person,apolog,VB,lowercase,apologize,RB,lowercase,personally,MD,O,i,PRP,O,if,IN,lowercase,if,uppercase,I,186,lowercase,could,O
4085,person,apolog,to,TO,lowercase,to,VB,lowercase,apologize,RB,O,could,MD,O,i,PRP,uppercase,I,lowercase,could,186,lowercase,personally,O
4086,apolog,to,everi,DT,lowercase,every,TO,lowercase,to,VB,O,person,RB,O,could,MD,lowercase,could,lowercase,personally,186,lowercase,apologize,O
4087,to,everi,singl,JJ,lowercase,single,DT,lowercase,every,TO,O,apolog,VB,O,person,RB,lowercase,personally,lowercase,apologize,186,lowercase,to,O
4088,everi,singl,person,NN,lowercase,person,JJ,lowercase,single,DT,O,to,TO,O,apolog,VB,lowercase,apologize,lowercase,to,186,lowercase,every,O
4089,singl,person,that,WDT,lowercase,that,NN,lowercase,person,JJ,O,everi,DT,O,to,TO,lowercase,to,lowercase,every,186,lowercase,single,O
4090,person,that,has,VBZ,lowercase,has,WDT,lowercase,that,NN,O,singl,JJ,O,everi,DT,lowercase,every,lowercase,single,186,lowercase,person,O
4091,that,has,lost,VBN,lowercase,lost,VBZ,lowercase,has,WDT,O,person,NN,O,singl,JJ,lowercase,single,lowercase,person,186,lowercase,that,O
4092,has,lost,a,DT,lowercase,a,VBN,lowercase,lost,VBZ,O,that,WDT,O,person,NN,lowercase,person,lowercase,that,186,lowercase,has,O
4093,lost,a,love,JJ,lowercase,loved,DT,lowercase,a,VBN,O,has,VBZ,O,that,WDT,lowercase,that,lowercase,has,186,lowercase,lost,O
4094,a,love,one,CD,lowercase,one,JJ,lowercase,loved,DT,O,lost,VBN,O,has,VBZ,lowercase,has,lowercase,lost,186,lowercase,a,O
4095,love,one,from,IN,lowercase,from,CD,lowercase,one,JJ,O,a,DT,O,lost,VBN,lowercase,lost,lowercase,a,186,lowercase,loved,O
4096,one,from,drunk,JJ,lowercase,drunk,IN,lowercase,from,CD,O,love,JJ,O,a,DT,lowercase,a,lowercase,loved,186,lowercase,one,O
4097,from,drunk,drive,NN,lowercase,driving,JJ,lowercase,drunk,IN,O,one,CD,O,love,JJ,lowercase,loved,lowercase,one,186,lowercase,from,O
4098,drunk,drive,",",",",punct,",",NN,lowercase,driving,JJ,O,from,IN,O,one,CD,lowercase,one,lowercase,from,186,lowercase,drunk,O
4099,drive,",",i,PRP,uppercase,I,",",punct,",",NN,O,drunk,JJ,O,from,IN,lowercase,from,lowercase,drunk,186,lowercase,driving,O
4100,",",i,would,MD,lowercase,would,PRP,uppercase,I,",",O,drive,NN,O,drunk,JJ,lowercase,drunk,lowercase,driving,186,punct,",",O
4101,i,would,",",",",punct,",",MD,lowercase,would,PRP,O,",",",",O,drive,NN,lowercase,driving,punct,",",186,uppercase,I,O
